Fri Aug 24 09:34:27 2018 Temp: 32 C, Humidity: 43 rH, Pressure: 1013 Millibars 
Fri Aug 24 12:06:34 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:07:09 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:07:44 2018 Temp: 33 C, Humidity: 38 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:08:18 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:08:53 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:09:28 2018 Temp: 33 C, Humidity: 38 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:10:03 2018 Temp: 33 C, Humidity: 38 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:10:37 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:11:12 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:11:47 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:12:21 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:12:56 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:13:31 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:14:06 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:14:40 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:15:15 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:15:50 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:16:24 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:16:59 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:17:34 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:18:08 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:18:43 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:19:18 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:19:53 2018 Temp: 33 C, Humidity: 38 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:20:27 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:21:02 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:21:37 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:22:11 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:22:46 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:23:21 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:23:56 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:24:30 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:25:05 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:25:40 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:26:14 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:26:49 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:27:24 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:27:58 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:28:33 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:29:08 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:29:42 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:30:17 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:30:52 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:31:26 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:32:01 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:32:36 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:33:11 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:33:45 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:34:20 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:34:55 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:35:29 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:36:04 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:36:39 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:37:13 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:37:48 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:38:23 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:38:57 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:39:32 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:40:07 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:40:42 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:41:16 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:41:51 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:42:26 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:43:00 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:43:35 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:44:10 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:44:44 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:45:19 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:45:54 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:46:29 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:47:03 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:47:38 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:48:13 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:48:47 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:49:22 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:49:57 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:50:32 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:51:06 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:51:41 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:52:16 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:52:51 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:53:25 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:54:00 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:54:35 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:55:09 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:55:44 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:56:19 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:56:54 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:57:28 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:58:03 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:58:38 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:59:12 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 12:59:47 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:00:22 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:00:57 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:01:31 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:02:06 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:02:41 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:03:15 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:03:50 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:04:25 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:04:59 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:05:34 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:06:09 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:06:44 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:07:18 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:07:53 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:08:28 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:09:02 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:09:37 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1013 Millibars 
Fri Aug 24 13:10:12 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1013 Millibars 
Fri Aug 24 13:10:47 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:11:21 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:11:56 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:12:31 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:13:05 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:13:40 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:14:15 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:14:50 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:15:24 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:15:59 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:16:34 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:17:08 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:17:43 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:18:18 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:18:52 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:19:27 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:20:02 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:20:37 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:21:11 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:21:46 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:22:21 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:22:55 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:23:30 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:24:05 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:24:40 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:25:14 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:25:49 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:26:24 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:26:58 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:27:33 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:28:08 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:28:43 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:29:17 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:29:52 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:30:27 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:31:01 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:31:36 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:32:11 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:32:45 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:33:20 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:33:55 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:34:30 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:35:04 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:35:39 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1012 Millibars 
Fri Aug 24 13:36:13 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:36:48 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:37:22 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:37:57 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:38:32 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:39:06 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:39:41 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:40:15 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:40:50 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:41:24 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:41:59 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:42:33 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:43:08 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:43:42 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:44:17 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:44:51 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:45:26 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:46:00 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:46:35 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:47:10 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:47:44 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:48:19 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:48:53 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:49:28 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:50:02 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:50:37 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:51:11 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:51:46 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:52:20 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:52:55 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:53:30 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:54:04 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:54:39 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:55:13 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:55:48 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:56:22 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:56:57 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:57:31 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:58:06 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:58:40 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:59:15 2018 Temp: 34 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 13:59:49 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:00:24 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:00:59 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:01:33 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:02:08 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:02:42 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:03:17 2018 Temp: 34 C, Humidity: 39 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:03:51 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:04:26 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:05:00 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:05:35 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:06:10 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:06:44 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:07:19 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:07:53 2018 Temp: 34 C, Humidity: 35 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:08:28 2018 Temp: 34 C, Humidity: 35 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:09:02 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:09:37 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:10:11 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:10:46 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:11:21 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:11:55 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:12:30 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:13:04 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:13:39 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:14:13 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:14:48 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:15:22 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:15:57 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:16:32 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:17:06 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:17:41 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:18:15 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:18:50 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:19:24 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:19:59 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:20:33 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:21:08 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:21:42 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:22:17 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:22:51 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:23:26 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:24:00 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:24:35 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:25:09 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:25:44 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:26:18 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:26:53 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:27:28 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:28:02 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:28:37 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:29:11 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:29:46 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:30:20 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:30:55 2018 Temp: 33 C, Humidity: 37 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:31:29 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:32:04 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:32:38 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:33:13 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:33:47 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:34:22 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:34:56 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:35:31 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:36:05 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:36:40 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:37:14 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1011 Millibars 
Fri Aug 24 14:37:49 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1011 Millibars 
